date,costs,cumulative_costs,trigger,num_trades,portfolio_value,costs_bps
2022-08-01,12946.87,1217654.0900000008,scheduled,0,4376042.342166,29.585796908883925
2022-09-01,12139.29,1229793.3800000008,scheduled,0,4107755.113396,29.552126806225548
2022-10-03,11313.97,1241107.3500000008,scheduled,0,3872903.694018,29.213145727004015
2022-11-01,11822.81,1252930.1600000008,scheduled,0,4060187.858826,29.118874325727763
2022-12-01,12663.06,1265593.220000001,scheduled,0,4335071.391456,29.210730012330707
2023-01-03,11659.97,1277253.1900000009,scheduled,0,4032658.733496,28.91385254881639
2023-02-01,12708.12,1289961.310000001,scheduled,1,4495454.221606,28.268823067805652
2023-03-01,12132.5,1302093.810000001,scheduled,0,4268402.733046,28.42398142534703
2023-04-03,12118.74,1314212.550000001,scheduled,0,4299818.029146,28.184309005297465
2023-05-01,11877.07,1326089.620000001,scheduled,0,4273604.446446,27.791692349714694
2023-06-01,12099.35,1338188.9700000011,scheduled,0,4276253.680606,28.29427555917442
2023-07-03,13153.9,1351342.870000001,scheduled,0,4556530.949676,28.868233630532746
2023-08-01,13400.59,1364743.4600000011,scheduled,0,4656641.681606,28.77736986492453
2023-09-01,12899.35,1377642.8100000012,scheduled,0,4633968.103736,27.83651011667577
2023-10-02,12177.28,1389820.0900000012,scheduled,0,4247200.487916,28.671309571202045
2023-11-01,11296.56,1401116.6500000013,scheduled,0,4151246.129026,27.21245536614446
2023-12-01,12608.32,1413724.9700000014,scheduled,0,4588911.831036,27.47562050490198
2024-01-02,13559.66,1427284.6300000013,scheduled,0,4808010.008476,28.20222914697721
2024-02-01,13562.73,1440847.3600000013,scheduled,0,4837611.976046,28.036002199344303
2024-03-01,13619.47,1454466.8300000012,scheduled,0,5141371.775426,26.48995364446588
2024-04-01,13896.8,1468363.6300000013,scheduled,0,5121572.364396,27.13385462755027
2024-05-01,12998.41,1481362.0400000012,scheduled,0,4807450.220936,27.038054275410133
2024-06-03,13627.38,1494989.420000001,scheduled,0,4991950.073286,27.29871052382069
2024-07-01,13487.84,1508477.2600000012,scheduled,0,4971762.605896,27.128889830750985
2024-08-01,13894.51,1522371.7700000012,scheduled,0,5146972.754216,26.995499419768052
2024-09-02,15029.47,1537401.2400000012,scheduled,0,5300113.665136,28.356882417189343
2024-10-01,15105.75,1552506.9900000012,scheduled,0,5390577.312546,28.022508766997852
2024-11-01,14187.61,1566694.6000000013,scheduled,0,5340824.477946,26.564456590148676
2024-12-02,14958.73,1581653.3300000012,scheduled,0,5695452.744106,26.264338713862912
2025-01-02,14792.08,1596445.4100000013,scheduled,0,5346735.007746,27.665631415378176
2025-02-03,14773.57,1611218.9800000014,scheduled,0,5495917.276406,26.880990482558765
2025-03-03,14329.78,1625548.7600000014,scheduled,0,5304399.388526,27.01489641032101
2025-04-01,14071.74,1639620.5000000014,scheduled,0,5155094.049706,27.296766779264725
2025-05-01,14437.78,1654058.2800000014,scheduled,0,5232191.549406,27.594135007612806
2025-06-02,14992.04,1669050.3200000015,scheduled,0,5487499.525006,27.32034860628732
2025-07-01,15541.56,1684591.8800000015,scheduled,0,5666565.180606,27.42677354738896
2025-08-01,14934.62,1699526.5000000016,scheduled,0,5515199.286306,27.0790214908136
2025-09-01,16130.74,1715657.2400000016,scheduled,0,5807747.353706,27.77452085567524
2025-10-01,16374.34,1732031.5800000017,scheduled,0,5838102.485706,28.047366486098706
